DT,WEEK,MT,CITY,STORE_ID,SPOC,ORDERS_TOTAL,IGCC,inc_%
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1399696,WH,712,1,0.0014
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1399696,CX,712,1,0.0014
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1399696,Sourcing,712,1,0.0014
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1399696,Pod,712,1,0.0014
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1399696,CX,712,1,0.0014
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1399696,Pod,712,1,0.0014
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1400965,Pod,328,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1400965,Pod,328,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1400965,CX,328,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Madurai,1402263,Pod,231,1,0.0043
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1390221,Sourcing,336,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1390221,Pod,336,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1230886,CX,436,1,0.0023
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1230886,Sourcing,436,1,0.0023
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1404754,Pod,509,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1404754,CX,509,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1404754,Pod,509,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1404754,Sourcing,509,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nashik,1389256,WH,319,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nashik,1389256,Pod,319,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nashik,1389256,Pod,319,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nashik,1389256,CX,319,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nashik,1389256,CX,319,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Kolkata,1400223,CX,494,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1402462,Pod,184,1,0.0054
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1402462,Pod,184,1,0.0054
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1402462,Pod,184,1,0.0054
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1402462,Pod,184,1,0.0054
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1349401,Pod,770,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1349401,Pod,770,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1349401,Pod,770,2,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1349401,Pod,770,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida,1402462,Sourcing,184,1,0.0054
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1349401,CX,770,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1402457,Pod,537,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1402457,Pod,537,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1402457,Pod,537,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1399699,Sourcing,250,1,0.004
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Delhi,1399699,Sourcing,250,1,0.004
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1386265,Sourcing,492,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1404574,Sourcing,396,1,0.0025
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1404574,Sourcing,396,1,0.0025
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1403749,Pod,381,1,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1403749,Sourcing,381,1,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1403749,Pod,381,1,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1403749,Pod,381,1,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1403749,Sourcing,381,1,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1403749,Sourcing,381,1,0.0026
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1399346,Sourcing,342,1,0.0029
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1399346,Sourcing,342,1,0.0029
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Noida 1,1399346,CX,342,1,0.0029
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Allahabad,1399808,Pod,333,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Allahabad,1399808,Pod,333,1,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Thiruvananthapuram,1404824,Pod,522,2,0.0038
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Thiruvananthapuram,1404824,Pod,522,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1403042,Sourcing,1064,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1403042,Pod,1064,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1403042,Pod,1064,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1403042,Pod,1064,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1403042,Pod,1064,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,Pod,962,2,0.0021
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,Pod,962,1,0.001
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,Sourcing,962,1,0.001
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,Pod,962,1,0.001
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,Sourcing,962,1,0.001
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,Sourcing,962,1,0.001
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1395425,CX,962,1,0.001
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Pod,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Pod,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Sourcing,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Sourcing,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Pod,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,WH,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Pod,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,CX,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Pod,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1391897,Pod,1201,1,0.0008
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Karimnagar,1399807,Pod,464,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Karimnagar,1399807,CX,464,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400609,Sourcing,1114,2,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400609,Pod,1114,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400609,Pod,1114,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400609,WH,1114,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1400609,Sourcing,1114,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Vijayawada,1404856,Pod,271,1,0.0037
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Guwahati,1401288,Pod,459,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Guwahati,1401288,Pod,459,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,810362,Sourcing,316,1,0.0032
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,810362,Pod,316,2,0.0063
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,810362,Pod,316,1,0.0032
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,810362,WH,316,1,0.0032
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,Pod,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,CX,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1403032,CX,326,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1403032,WH,326,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1403032,Pod,326,1,0.0031
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,Pod,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,WH,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,Pod,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,Pod,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,Pod,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,CX,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1389633,CX,783,1,0.0013
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1393568,Pod,451,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1393568,CX,451,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1393568,WH,451,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1393568,Sourcing,451,1,0.0022
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1401109,Pod,543,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1401109,Pod,543,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1401109,Sourcing,543,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1401109,Pod,543,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1401109,Pod,543,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Pune,1401109,Sourcing,543,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1404604,Pod,506,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1404604,Pod,506,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1404604,Pod,506,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1404604,Sourcing,506,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1404604,WH,506,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1404604,Pod,506,1,0.002
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Pod,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,CX,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Pod,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Pod,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Sourcing,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,WH,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Sourcing,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Pod,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Pod,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,Pod,660,2,0.003
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Gurgaon,1380623,CX,660,1,0.0015
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1382868,Pod,550,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1382868,Pod,550,1,0.0018
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,Pod,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nagpur,1392532,Pod,266,1,0.0038
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nagpur,1392532,Sourcing,266,1,0.0038
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nagpur,1392532,Sourcing,266,1,0.0038
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nizamabad,1404858,Sourcing,299,1,0.0033
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Nizamabad,1404858,Pod,299,1,0.0033
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,WH,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,CX,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,CX,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,CX,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,Pod,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,WH,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Hyderabad,1393827,CX,411,1,0.0024
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404771,Pod,366,1,0.0027
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404771,Sourcing,366,1,0.0027
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404771,Pod,366,1,0.0027
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404771,Pod,366,1,0.0027
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Coimbatore,1405033,Pod,193,1,0.0052
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1397048,Sourcing,1063,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1397048,Sourcing,1063,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1397048,Sourcing,1063,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Bangalore,1397048,Pod,1063,1,0.0009
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Patiala,1401268,Sourcing,220,2,0.0091
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Patiala,1401268,Pod,220,1,0.0045
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,WH,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,CX,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,WH,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,CX,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,Pod,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,CX,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,CX,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,CX,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,Sourcing,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,Pod,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Mumbai,1404877,CX,519,1,0.0019
Thu Aug 06 2026 00:00:00 GMT+0530 (India Standard Time),32,Aug'26,Chennai,1385476,Sourcing,243,1,0.0041
